,Tweet,Followers,Friends,Num_tweets,Verified,Listed_count,Location,Age,Length,Num_users,Num_author_replies,TOXICITY_x,Num_toxic_direct_replies,Num_toxic_nested_replies,Num_author_toxic_replies,Num_toxic_replies,Toxic
13857,1.43182E+18,1539,1541,4020,FALSE,0,FALSE,0,60,32,27,0.0414203,0,0,0,0,0
13858,1.44187E+18,273,269,8541,FALSE,2,TRUE,10,2,2,0,0.24763705,0,0,0,0,0
13859,1.43286E+18,11,89,5,FALSE,0,FALSE,1,3,2,1,0.034041706,1,0,0,1,1
13860,1.43103E+18,628,487,18603,FALSE,3,TRUE,2,9,5,2,0.0665887,1,0,1,1,1
13861,1.42666E+18,1109,622,21106,FALSE,1,TRUE,10,3,2,1,0.4014846,0,0,0,0,0
13862,1.4281E+18,809,610,216022,FALSE,13,TRUE,12,4,3,1,0.6827122,1,0,0,1,1
13863,1.43181E+18,5279,1132,110508,FALSE,72,TRUE,2,2,2,0,0.081625134,0,0,0,0,0
13864,1.44186E+18,807,343,24193,FALSE,2,FALSE,9,9,7,1,0.03875561,1,0,0,1,1
13865,1.43496E+18,1184,894,88025,FALSE,12,TRUE,5,2,2,0,0.85333383,0,0,0,0,0
13866,1.44186E+18,356,997,12646,FALSE,4,TRUE,10,2,2,0,0.031449065,0,0,0,0,0
13867,1.43071E+18,502,454,3906,FALSE,0,FALSE,4,4,2,2,0.22579013,0,0,0,0,0
13868,1.43181E+18,15906,196,12107,FALSE,46,TRUE,3,2,2,0,0.02308189,0,0,0,0,0
